Order ID;Order Date;Ship Date;IdShipMode;Customer ID
CA-2016-117681;9/4/2016;14/4/2016;2;HF-14995
CA-2017-132262;21/9/2017;23/9/2017;3;ML-18265
CA-2017-123043;24/8/2017;29/8/2017;2;AH-10195
US-2016-143280;22/2/2016;26/2/2016;2;TZ-21580
CA-2017-108854;8/12/2017;14/12/2017;2;DM-13345
CA-2017-166856;18/9/2017;22/9/2017;2;TS-21505
CA-2016-153157;11/9/2016;14/9/2016;3;TB-21625
US-2017-125647;23/9/2017;28/9/2017;2;LC-16870
CA-2014-132542;6/10/2014;8/10/2014;1;AM-10360
CA-2015-110877;23/10/2015;26/10/2015;3;JE-15715
US-2016-151827;31/3/2016;2/4/2016;1;CS-11950
US-2016-163258;29/12/2016;2/1/2017;2;PF-19225
CA-2017-103009;3/11/2017;5/11/2017;1;PJ-18835
US-2017-120649;20/1/2017;26/1/2017;2;JF-15490
CA-2016-153598;3/12/2016;6/12/2016;3;NM-18520
US-2016-108497;14/6/2016;14/6/2016;4;MH-17290
CA-2016-113096;2/9/2016;4/9/2016;3;SZ-20035
CA-2014-136861;5/9/2014;7/9/2014;3;PR-18880
CA-2017-117422;21/10/2017;25/10/2017;2;FC-14245
CA-2017-129707;25/4/2017;29/4/2017;2;LH-16750
CA-2015-160171;19/10/2015;24/10/2015;2;RM-19675
CA-2014-103317;5/7/2014;8/7/2014;3;DM-13525
CA-2016-167115;4/4/2016;9/4/2016;2;EH-14185
US-2017-153633;13/11/2017;18/11/2017;1;TC-21295
CA-2017-155929;9/9/2017;13/9/2017;2;AI-10855
CA-2015-148712;17/4/2015;23/4/2015;2;JM-15535
CA-2016-128307;25/7/2016;29/7/2016;2;BE-11335
US-2016-127425;26/8/2016;31/8/2016;2;DR-12880
US-2014-119081;12/9/2014;19/9/2014;2;TA-21385
CA-2016-140613;22/7/2016;29/7/2016;2;KN-16705
US-2017-108700;19/5/2017;23/5/2017;2;PJ-18835
CA-2017-160962;28/4/2017;2/5/2017;2;MC-17605
CA-2017-130631;29/12/2017;2/1/2018;2;BS-11755
CA-2017-116680;4/9/2017;6/9/2017;1;PK-19075
US-2014-107405;21/3/2014;25/3/2014;2;TS-21205
CA-2017-101574;28/9/2017;4/10/2017;2;BD-11725
CA-2014-146591;19/1/2014;20/1/2014;3;TS-21340
CA-2014-107706;14/2/2014;19/2/2014;1;ST-20530
CA-2016-122448;9/6/2016;14/6/2016;2;DB-13210
CA-2014-132451;26/9/2014;27/9/2014;3;KF-16285
CA-2016-158547;30/5/2016;4/6/2016;2;JM-16195
CA-2017-116946;19/12/2017;23/12/2017;2;TS-21505
CA-2017-121741;26/12/2017;26/12/2017;4;YC-21895
CA-2017-169691;15/6/2017;18/6/2017;3;Dp-13240
CA-2016-121356;20/11/2016;24/11/2016;2;SJ-20500
CA-2014-101770;31/3/2014;4/4/2014;2;KB-16240
CA-2017-105487;8/10/2017;14/10/2017;2;CS-12250
CA-2017-148999;30/1/2017;4/2/2017;2;EB-13870
CA-2014-107573;12/12/2014;17/12/2014;2;PB-19150
CA-2015-156608;24/10/2015;29/10/2015;2;MT-18070
CA-2017-134495;1/4/2017;4/4/2017;1;BF-11020
CA-2017-164098;26/1/2017;27/1/2017;3;CG-12520
CA-2014-105249;28/11/2014;28/11/2014;4;DH-13675
CA-2015-113523;4/9/2015;8/9/2015;2;SC-20440
CA-2017-117821;12/6/2017;16/6/2017;2;HG-15025
CA-2017-164378;15/7/2017;18/7/2017;1;MM-18055
CA-2017-127782;2/11/2017;6/11/2017;2;TH-21115
US-2016-162026;8/10/2016;8/10/2016;4;JE-15745
CA-2016-150000;8/4/2016;14/4/2016;2;PG-18820
CA-2015-168529;8/10/2015;12/10/2015;2;MB-17305
US-2017-152569;15/5/2017;20/5/2017;2;JD-16015
US-2014-137680;24/2/2014;2/3/2014;2;JH-15430
CA-2015-103177;30/5/2015;1/6/2015;3;EN-13780
US-2016-138408;18/11/2016;21/11/2016;1;KC-16255
CA-2017-117667;4/12/2017;9/12/2017;2;MS-17980
CA-2016-110982;5/6/2016;7/6/2016;3;CK-12205
CA-2016-147123;10/12/2016;12/12/2016;3;SJ-20125
CA-2017-154501;30/4/2017;5/5/2017;2;EA-14035
CA-2017-166933;24/4/2017;28/4/2017;2;MG-17890
CA-2015-142055;8/5/2015;10/5/2015;3;AB-10255
CA-2015-137106;31/3/2015;4/4/2015;2;SC-20260
CA-2017-136609;6/8/2017;11/8/2017;2;TB-21355
CA-2017-160885;2/12/2017;6/12/2017;2;JK-16090
US-2016-167472;6/6/2016;7/6/2016;3;CK-12595
CA-2015-120551;13/4/2015;20/4/2015;2;SS-20590
US-2017-150595;22/5/2017;26/5/2017;2;LE-16810
CA-2016-134936;19/12/2016;25/12/2016;2;ES-14080
CA-2017-102967;22/9/2017;26/9/2017;2;MG-17890
CA-2017-151008;7/9/2017;8/9/2017;3;JM-16195
CA-2014-159800;28/11/2014;1/12/2014;3;SG-20470
US-2014-159618;12/11/2014;16/11/2014;2;DB-12970
CA-2017-116113;2/10/2017;6/10/2017;1;JW-15220
CA-2015-125066;14/12/2015;18/12/2015;2;KD-16495
US-2015-114741;6/12/2015;10/12/2015;2;IL-15100
CA-2017-133263;31/3/2017;2/4/2017;1;JE-15610
CA-2017-157966;13/3/2017;13/3/2017;4;SU-20665
CA-2014-151162;5/12/2014;9/12/2014;2;EA-14035
CA-2016-136686;12/12/2016;16/12/2016;2;RF-19840
CA-2017-137498;9/9/2017;14/9/2017;1;LC-17050
CA-2017-163818;4/10/2017;8/10/2017;2;PS-18970
CA-2016-161158;9/5/2016;13/5/2016;2;PS-18970
CA-2014-116673;15/12/2014;19/12/2014;1;JO-15280
CA-2017-105333;30/11/2017;4/12/2017;2;VP-21730
CA-2015-149993;19/3/2015;20/3/2015;3;GA-14725
CA-2014-168158;19/7/2014;24/7/2014;2;EM-14140
CA-2016-115224;8/12/2016;11/12/2016;1;DB-13615
CA-2014-164742;13/10/2014;18/10/2014;1;ML-17395
US-2017-108014;19/11/2017;25/11/2017;2;JH-15430
CA-2017-160325;24/9/2017;24/9/2017;4;BP-11095
CA-2015-159779;25/9/2015;29/9/2015;2;SB-20185
CA-2017-151176;13/2/2017;20/2/2017;2;SV-20785
CA-2014-108903;3/10/2014;3/10/2014;4;DO-13435
CA-2016-117919;27/8/2016;29/8/2016;1;TB-21355
CA-2015-142475;3/12/2015;7/12/2015;2;BS-11380
CA-2016-134516;20/9/2016;25/9/2016;2;FM-14215
CA-2017-105193;25/3/2017;31/3/2017;2;JL-15835
CA-2015-168634;6/12/2015;11/12/2015;2;AF-10870
CA-2017-117198;31/8/2017;5/9/2017;2;BG-11035
CA-2015-145828;5/10/2015;7/10/2015;3;MB-17305
CA-2017-121027;18/8/2017;22/8/2017;2;HW-14935
CA-2016-147431;2/2/2016;7/2/2016;2;AB-10105
CA-2016-158001;23/8/2016;27/8/2016;2;JP-15460
CA-2017-125745;30/6/2017;4/7/2017;2;DV-13045
CA-2015-101154;18/9/2015;21/9/2015;3;CM-12190
US-2016-124163;25/9/2016;30/9/2016;2;SC-20695
CA-2016-121748;24/10/2016;28/10/2016;1;VW-21775
CA-2014-126683;29/9/2014;1/10/2014;1;PP-18955
CA-2017-148810;26/6/2017;1/7/2017;2;DR-12880
US-2016-146066;21/8/2016;23/8/2016;1;RB-19465
CA-2014-127614;11/2/2014;15/2/2014;2;NF-18385
CA-2016-101742;23/9/2016;28/9/2016;1;CR-12580
CA-2015-134943;5/12/2015;6/12/2015;3;SU-20665
CA-2017-123022;3/9/2017;8/9/2017;2;SC-20050
CA-2017-113208;26/3/2017;2/4/2017;2;ML-18040
CA-2014-154893;21/12/2014;27/12/2014;2;GM-14440
CA-2014-147900;23/9/2014;28/9/2014;2;JK-15640
CA-2017-106355;2/4/2017;5/4/2017;3;AT-10435
CA-2016-127985;1/4/2016;5/4/2016;1;DB-12910
CA-2015-166604;15/5/2015;20/5/2015;1;AH-10690
CA-2017-120719;23/3/2017;26/3/2017;3;SJ-20125
CA-2017-127117;14/4/2017;19/4/2017;2;HM-14860
CA-2015-104241;4/1/2015;9/1/2015;2;AG-10495
CA-2017-168179;2/11/2017;7/11/2017;2;JB-16000
CA-2017-142342;17/7/2017;19/7/2017;1;AJ-10795
CA-2017-109099;6/10/2017;11/10/2017;2;MM-18280
US-2014-134187;4/11/2014;11/11/2014;2;TH-21235
CA-2016-145261;18/12/2016;21/12/2016;3;AH-10120
CA-2016-108875;24/9/2016;1/10/2016;2;CL-12700
CA-2016-141957;21/7/2016;21/7/2016;4;JG-15310
CA-2016-142405;11/6/2016;15/6/2016;2;SE-20110
CA-2015-141012;9/6/2015;11/6/2015;1;TG-21640
CA-2017-127922;27/10/2017;3/11/2017;2;SH-19975
CA-2016-146318;22/1/2016;27/1/2016;2;MC-17275
CA-2014-135993;28/5/2014;2/6/2014;2;PJ-18835
CA-2014-126802;29/12/2014;5/1/2015;2;ZC-21910
CA-2016-143924;28/7/2016;3/8/2016;2;SC-20680
CA-2016-141551;24/9/2016;30/9/2016;2;BP-11230
CA-2014-164315;2/4/2014;8/4/2014;2;RD-19585
CA-2015-131072;5/11/2015;5/11/2015;4;KL-16645
CA-2014-131541;28/7/2014;28/7/2014;4;CK-12205
CA-2015-119550;26/12/2015;31/12/2015;2;RB-19705
US-2015-138093;10/12/2015;16/12/2015;2;KM-16225
CA-2016-126165;5/5/2016;7/5/2016;1;AH-10465
CA-2017-126123;14/10/2017;18/10/2017;2;AG-10765
CA-2016-143441;5/11/2016;5/11/2016;4;EB-14170
CA-2017-148320;3/11/2017;8/11/2017;2;PG-18895
CA-2016-125661;24/11/2016;26/11/2016;3;CA-12055
US-2014-123519;14/12/2014;21/12/2014;2;SS-20875
CA-2014-155593;3/11/2014;8/11/2014;2;RP-19390
CA-2017-136000;22/9/2017;25/9/2017;1;SC-20440
US-2015-160857;8/5/2015;15/5/2015;2;NW-18400
CA-2017-115805;31/7/2017;31/7/2017;4;KW-16435
US-2014-143707;1/3/2014;5/3/2014;2;HR-14770
CA-2017-116939;25/9/2017;29/9/2017;2;AG-10900
CA-2015-124107;9/10/2015;12/10/2015;1;BM-11650
CA-2017-126550;29/3/2017;2/4/2017;1;RD-19720
CA-2015-138674;14/11/2015;17/11/2015;3;KB-16585
CA-2016-165820;26/9/2016;30/9/2016;2;DW-13585
CA-2014-103191;22/9/2014;27/9/2014;2;VG-21805
CA-2015-103933;25/9/2015;27/9/2015;3;DR-12880
CA-2015-110548;4/5/2015;8/5/2015;2;AH-10690
CA-2017-117324;8/12/2017;13/12/2017;2;JP-15520
CA-2017-143574;29/6/2017;2/7/2017;3;DR-12880
CA-2014-111773;29/6/2014;3/7/2014;2;JK-15625
CA-2014-148614;20/1/2014;25/1/2014;2;MV-17485
CA-2017-156139;31/12/2016;6/1/2017;2;BP-11155
US-2017-147886;28/3/2017;31/3/2017;3;DH-13075
CA-2016-113733;8/12/2016;12/12/2016;2;LH-16900
CA-2017-104913;18/11/2017;22/11/2017;2;DK-13090
CA-2014-145800;30/5/2014;5/6/2014;2;SS-20410
CA-2016-125850;22/1/2016;28/1/2016;2;FP-14320
CA-2016-118514;3/2/2016;10/2/2016;2;LC-17050
CA-2015-150749;29/3/2015;3/4/2015;1;AS-10240
CA-2014-163748;14/10/2014;18/10/2014;2;HG-15025
CA-2015-119634;11/8/2015;16/8/2015;2;BW-11065
CA-2015-149300;22/11/2015;23/11/2015;3;BH-11710
US-2016-111528;30/12/2016;30/12/2016;4;JP-16135
CA-2017-158169;12/8/2017;15/8/2017;3;JM-16195
CA-2015-162047;3/11/2015;5/11/2015;3;FH-14365
CA-2015-117772;10/9/2015;12/9/2015;1;MC-17575
US-2014-126340;8/11/2014;14/11/2014;2;EB-13870
CA-2016-149685;8/10/2016;15/10/2016;2;PM-19135
CA-2017-126396;8/9/2017;12/9/2017;1;AR-10345
CA-2015-154900;25/2/2015;1/3/2015;2;SS-20875
CA-2015-103835;24/9/2015;28/9/2015;2;SC-20440
CA-2015-158939;26/11/2015;1/12/2015;2;EA-14035
CA-2016-117408;31/8/2016;6/9/2016;2;TP-21130
CA-2016-142398;12/4/2016;16/4/2016;2;BP-11290
CA-2016-105277;4/12/2016;8/12/2016;2;LM-17065
CA-2016-112060;4/12/2016;9/12/2016;2;KT-16465
CA-2014-105270;11/11/2014;18/11/2014;2;AP-10915
US-2015-159513;2/4/2015;9/4/2015;2;JD-15790
CA-2015-155586;12/12/2015;16/12/2015;1;XP-21865
CA-2017-141117;2/10/2017;8/10/2017;2;JK-16090
CA-2017-115070;10/4/2017;14/4/2017;1;MG-18205
CA-2017-140186;29/9/2017;2/10/2017;3;PG-18820
CA-2014-124856;29/9/2014;3/10/2014;1;LD-17005
CA-2014-166716;20/8/2014;25/8/2014;1;CR-12730
CA-2014-123225;11/7/2014;14/7/2014;3;MN-17935
CA-2015-163440;22/3/2015;24/3/2015;3;RD-19900
US-2017-106796;12/5/2017;19/5/2017;2;JP-16135
CA-2017-113873;13/11/2017;19/11/2017;2;KE-16420
CA-2016-149783;4/9/2016;7/9/2016;1;DL-13315
CA-2016-125017;6/2/2016;11/2/2016;2;KB-16240
US-2015-163279;22/3/2015;26/3/2015;2;JD-16150
CA-2015-150196;2/7/2015;3/7/2015;3;SR-20740
US-2015-106495;15/6/2015;17/6/2015;3;AC-10450
CA-2014-124730;26/11/2014;26/11/2014;4;LS-17245
CA-2017-117632;12/5/2017;18/5/2017;2;CS-12175
CA-2014-115056;2/5/2014;2/5/2014;4;AR-10510
CA-2017-161067;3/9/2017;6/9/2017;1;KB-16405
CA-2016-122063;3/12/2016;7/12/2016;2;MM-17920
CA-2015-111206;18/7/2015;22/7/2015;2;RF-19735
CA-2016-142895;21/7/2016;26/7/2016;2;BP-11290
CA-2015-101868;9/6/2015;16/6/2015;2;MJ-17740
CA-2017-133207;27/11/2017;3/12/2017;2;DO-13645
CA-2015-132948;27/3/2015;3/4/2015;2;MV-17485
CA-2015-134992;22/9/2015;26/9/2015;1;MG-17875
CA-2015-126725;17/11/2015;21/11/2015;2;BS-11665
CA-2015-121783;10/11/2015;14/11/2015;2;PO-19180
US-2014-138835;10/9/2014;14/9/2014;2;DA-13450
CA-2015-112214;5/8/2015;11/8/2015;2;AH-10690
US-2017-153255;3/9/2017;7/9/2017;1;JK-15730
CA-2015-108119;1/11/2015;8/11/2015;2;MS-17530
CA-2015-157434;29/4/2015;4/5/2015;1;JK-15640
CA-2016-101525;1/5/2016;4/5/2016;1;CM-12235
US-2014-117968;5/8/2014;7/8/2014;1;RS-19420
CA-2016-158211;4/1/2016;8/1/2016;2;BP-11185
CA-2016-152247;7/11/2016;12/11/2016;2;MA-17995
CA-2016-128223;14/6/2016;14/6/2016;4;EB-13705
CA-2016-154235;24/9/2016;28/9/2016;2;RD-19900
CA-2017-129910;30/3/2017;3/4/2017;2;ME-17320
CA-2017-133095;4/6/2017;4/6/2017;4;EH-14005
CA-2015-130554;7/4/2015;9/4/2015;3;FM-14290
CA-2014-152443;21/5/2014;26/5/2014;2;FG-14260
CA-2016-133319;5/9/2016;11/9/2016;2;MV-17485
CA-2016-133935;18/9/2016;22/9/2016;2;JW-15220
CA-2016-136301;13/3/2016;15/3/2016;1;EH-13765
US-2014-109456;16/10/2014;17/10/2014;4;LS-17245
CA-2017-151596;8/10/2017;11/10/2017;3;BP-11050
CA-2015-147879;7/5/2015;12/5/2015;2;CC-12220
CA-2016-166625;14/4/2016;17/4/2016;3;JM-15580
CA-2016-146157;21/11/2016;26/11/2016;2;RD-19720
CA-2017-159954;10/9/2017;14/9/2017;2;SS-20410
CA-2017-100825;9/9/2017;14/9/2017;2;KD-16495
CA-2014-168305;1/11/2014;8/11/2014;2;PL-18925
CA-2016-167682;3/4/2016;9/4/2016;2;ZD-21925
CA-2017-108000;12/1/2017;16/1/2017;2;LS-16945
CA-2015-146465;20/11/2015;24/11/2015;2;PB-18805
CA-2016-159639;27/11/2016;2/12/2016;2;PC-18745
US-2017-153948;6/11/2017;6/11/2017;4;FM-14290
US-2016-113985;2/12/2016;7/12/2016;2;KD-16495
CA-2016-155383;17/12/2016;22/12/2016;2;SC-20680
CA-2014-120432;24/8/2014;26/8/2014;1;DW-13585
US-2015-126977;17/9/2015;23/9/2015;2;PF-19120
CA-2016-130288;26/11/2016;30/11/2016;1;DK-13225
CA-2017-146458;19/11/2017;22/11/2017;1;RB-19435
CA-2017-150420;3/6/2017;8/6/2017;2;GD-14590
US-2014-118997;8/4/2014;12/4/2014;2;RA-19885
CA-2014-114314;11/10/2014;15/10/2014;2;DB-13555
US-2017-169551;7/7/2017;9/7/2017;3;RL-19615
CA-2016-103107;4/7/2016;4/7/2016;4;RB-19465
CA-2017-122077;19/5/2017;25/5/2017;2;JF-15295
CA-2017-112431;12/10/2017;14/10/2017;1;RW-19690
CA-2016-151092;6/8/2016;13/8/2016;2;VG-21790
CA-2014-104178;25/8/2014;29/8/2014;2;JM-15265
CA-2015-115924;14/9/2015;18/9/2015;1;BE-11455
CA-2017-161046;5/3/2017;5/3/2017;4;CB-12535
US-2017-141698;15/4/2017;21/4/2017;2;SD-20485
US-2014-105151;30/3/2014;31/3/2014;3;SG-20890
CA-2014-155796;11/11/2014;15/11/2014;1;TS-21430
CA-2016-127138;12/3/2016;15/3/2016;1;DK-13225
CA-2017-150602;9/2/2017;14/2/2017;1;ML-17395
CA-2014-140732;11/11/2014;13/11/2014;1;MA-17560
CA-2017-119011;20/8/2017;25/8/2017;2;LR-17035
CA-2016-166912;15/1/2016;17/1/2016;3;BE-11335
CA-2014-141726;20/7/2014;22/7/2014;3;CC-12145
CA-2017-115105;6/2/2017;11/2/2017;2;BD-11770
CA-2015-143980;25/12/2015;29/12/2015;2;JK-15640
CA-2016-135636;8/10/2016;13/10/2016;2;DB-13615
CA-2017-102155;13/7/2017;17/7/2017;2;RR-19525
CA-2017-116953;24/4/2017;25/4/2017;3;SV-20935
CA-2014-117765;7/9/2014;13/9/2014;2;RB-19465
CA-2016-114895;21/11/2016;28/11/2016;2;MV-18190
CA-2017-112984;16/9/2017;18/9/2017;1;EH-14185
CA-2016-163776;19/7/2016;25/7/2016;2;JS-16030
US-2017-163300;15/9/2017;21/9/2017;2;ES-14020
CA-2016-162187;11/12/2016;11/12/2016;4;NS-18640
US-2014-112991;10/12/2014;14/12/2014;2;SH-19975
CA-2014-124079;13/12/2014;17/12/2014;2;RF-19345
US-2017-146878;21/9/2017;27/9/2017;2;DL-12865
CA-2017-107244;7/9/2017;11/9/2017;2;AG-10390
CA-2015-100657;2/11/2015;7/11/2015;2;SW-20245
CA-2017-129581;11/12/2017;18/12/2017;2;KN-16390
CA-2017-129028;1/4/2017;3/4/2017;3;GB-14530
CA-2015-135580;30/12/2015;3/1/2016;2;CL-12565
CA-2016-159016;10/3/2016;11/3/2016;3;KF-16285
CA-2014-102652;6/4/2014;12/4/2014;2;AY-10555
CA-2014-152422;5/10/2014;10/10/2014;1;BD-11635
US-2016-156692;13/8/2016;13/8/2016;4;HG-15025
CA-2014-130869;17/11/2014;21/11/2014;2;CB-12025
US-2017-128832;24/4/2017;27/4/2017;3;LS-16945
CA-2017-139717;24/8/2017;26/8/2017;1;DM-13015
CA-2017-136007;23/2/2017;2/3/2017;2;AC-10615
CA-2016-157364;19/11/2016;21/11/2016;3;LT-17110
US-2016-112970;14/11/2016;15/11/2016;3;TB-21250
US-2017-152492;6/7/2017;6/7/2017;4;AH-10585
CA-2016-101168;25/12/2016;1/1/2017;2;SS-20140
CA-2017-104010;23/4/2017;25/4/2017;3;TD-20995
CA-2015-130253;14/12/2015;18/12/2015;2;PP-18955
US-2015-155369;19/4/2015;25/4/2015;2;PG-18820
CA-2016-131205;4/9/2016;8/9/2016;2;AA-10645
CA-2017-122364;24/9/2017;29/9/2017;2;FA-14230
CA-2016-117912;4/2/2016;8/2/2016;2;TB-21520
CA-2017-145702;19/5/2017;24/5/2017;1;AH-10075
CA-2015-113215;3/9/2015;8/9/2015;2;CP-12085
CA-2016-154662;9/6/2016;16/6/2016;2;BF-11215
CA-2015-105571;7/11/2015;11/11/2015;2;CP-12340
CA-2016-152765;15/6/2016;18/6/2016;3;LS-17245
CA-2015-153878;25/4/2015;30/4/2015;2;TS-21655
CA-2016-124016;23/9/2016;26/9/2016;1;JS-15940
CA-2016-113551;18/8/2016;20/8/2016;3;NF-18385
CA-2014-107524;2/3/2014;8/3/2014;2;KN-16705
CA-2014-138072;30/12/2014;3/1/2015;2;GA-14725
CA-2015-134201;10/4/2015;16/4/2015;2;EH-14125
CA-2015-111780;25/12/2015;30/12/2015;1;RA-19285
CA-2015-119942;5/4/2015;7/4/2015;3;TT-21070
CA-2015-151547;17/1/2015;23/1/2015;2;AH-10465
CA-2017-166695;20/5/2017;24/5/2017;2;CC-12430
CA-2017-167542;13/8/2017;20/8/2017;2;KD-16495
CA-2015-120901;31/12/2015;4/1/2016;2;BG-11035
CA-2017-121398;25/12/2017;29/12/2017;2;FH-14365
CA-2016-151561;1/9/2016;7/9/2016;2;PG-18820
CA-2017-154676;5/8/2017;8/8/2017;3;NZ-18565
US-2014-165589;18/2/2014;18/2/2014;4;TB-21595
US-2016-132577;22/11/2016;27/11/2016;2;JE-15475
CA-2015-114048;14/12/2015;18/12/2015;2;EH-13945
CA-2015-137281;13/6/2015;17/6/2015;2;BF-10975
US-2017-162068;28/12/2017;31/12/2017;1;PC-18745
CA-2017-100111;20/9/2017;26/9/2017;2;SV-20365
US-2017-132381;22/8/2017;24/8/2017;3;Dp-13240
CA-2015-147011;18/6/2015;22/6/2015;2;HR-14830
CA-2014-120852;20/12/2014;25/12/2014;2;WB-21850
CA-2016-150007;11/9/2016;16/9/2016;2;AS-10090
CA-2016-124590;12/11/2016;16/11/2016;2;SP-20920
CA-2016-133802;14/3/2016;20/3/2016;2;SP-20650
US-2016-113677;13/11/2016;19/11/2016;2;CM-12655
CA-2017-143378;19/9/2017;25/9/2017;2;JR-16210
CA-2017-152660;4/12/2017;9/12/2017;2;CB-12415
CA-2015-142139;31/8/2015;5/9/2015;2;SD-20485
CA-2017-145772;3/6/2017;7/6/2017;2;SS-20140
CA-2016-124100;31/3/2016;6/4/2016;2;EH-13990
US-2014-158400;25/10/2014;28/10/2014;3;AH-10030
CA-2017-162033;26/3/2017;2/4/2017;2;EM-14200
CA-2014-163447;27/12/2014;31/12/2014;2;TB-21190
CA-2017-145737;15/9/2017;20/9/2017;2;AB-10165
CA-2016-148096;16/8/2016;19/8/2016;3;AO-10810
CA-2016-146766;4/11/2016;4/11/2016;4;TT-21220
CA-2015-105613;18/10/2015;22/10/2015;2;KN-16705
US-2016-142251;31/10/2016;4/11/2016;1;FO-14305
CA-2014-131247;30/3/2014;4/4/2014;2;GA-14725
US-2015-113593;18/4/2015;20/4/2015;3;NC-18415
CA-2017-121083;9/7/2017;15/7/2017;2;JF-15190
CA-2017-151190;27/6/2017;1/7/2017;2;GT-14710
CA-2014-133543;22/12/2014;26/12/2014;2;KM-16660
CA-2017-105130;21/11/2017;25/11/2017;2;PJ-18835
CA-2016-161928;27/6/2016;29/6/2016;1;AC-10660
CA-2017-101322;28/12/2017;31/12/2017;3;JG-15310
US-2016-106600;8/4/2016;11/4/2016;3;RM-19375
CA-2014-111871;18/3/2014;21/3/2014;1;EK-13795
CA-2017-139437;3/7/2017;8/7/2017;2;RD-19585
CA-2017-151484;20/4/2017;23/4/2017;3;CV-12805
CA-2016-104150;3/8/2016;5/8/2016;1;AG-10330
CA-2016-161025;3/12/2016;9/12/2016;2;GM-14440
CA-2014-103989;19/3/2014;21/3/2014;3;MC-17605
CA-2015-142433;20/4/2015;25/4/2015;2;ES-14020
CA-2015-132815;19/9/2015;22/9/2015;1;RW-19540
CA-2014-101266;27/8/2014;30/8/2014;1;MM-17920
CA-2016-141523;19/12/2016;24/12/2016;1;MH-17440
US-2014-106299;2/8/2014;8/8/2014;2;NZ-18565
CA-2015-158421;21/9/2015;26/9/2015;2;GB-14575
CA-2016-143609;11/12/2016;13/12/2016;3;DB-13270
CA-2015-138331;7/8/2015;12/8/2015;2;JK-15625
CA-2015-138954;15/11/2015;17/11/2015;3;MH-17785
CA-2017-157903;4/4/2017;8/4/2017;2;AM-10705
CA-2016-157259;24/12/2016;28/12/2016;2;JM-15535
CA-2017-107986;13/12/2017;13/12/2017;4;MW-18220
CA-2017-104927;22/12/2017;26/12/2017;2;AG-10330
CA-2017-113453;21/10/2017;28/10/2017;2;CM-12160
CA-2015-149909;13/11/2015;17/11/2015;2;RA-19915
CA-2015-146675;16/4/2015;20/4/2015;2;SB-20185
CA-2016-118332;16/12/2016;23/12/2016;2;PK-19075
CA-2016-133669;21/10/2016;27/10/2016;2;SV-20935
CA-2017-145660;1/12/2017;3/12/2017;3;MG-17650
CA-2016-133697;20/10/2016;24/10/2016;1;CM-12445
CA-2017-148138;29/9/2017;3/10/2017;2;ME-18010
CA-2017-119809;18/8/2017;25/8/2017;2;YS-21880
CA-2017-149944;12/11/2017;16/11/2017;1;MB-17305
CA-2014-128538;11/10/2014;15/10/2014;2;AS-10240
CA-2015-161711;28/11/2015;3/12/2015;2;MC-17425
US-2015-129553;27/7/2015;2/8/2015;2;PG-18820
CA-2016-160220;20/10/2016;26/10/2016;2;JS-16030
US-2017-157224;14/9/2017;18/9/2017;1;JB-16000
CA-2017-140627;23/12/2017;27/12/2017;2;DK-12985
CA-2015-133445;5/10/2015;9/10/2015;2;JF-15490
CA-2014-148782;2/11/2014;7/11/2014;2;PO-18850
CA-2016-148208;22/1/2016;27/1/2016;2;BT-11530
CA-2017-127656;11/7/2017;17/7/2017;2;NW-18400
US-2017-142188;11/9/2017;11/9/2017;4;JF-15415
CA-2016-144400;23/2/2016;27/2/2016;2;AC-10420
US-2016-155180;22/1/2016;29/1/2016;2;TB-21280
CA-2015-134075;12/12/2015;16/12/2015;2;HA-14905
US-2016-131912;29/10/2016;1/11/2016;1;LH-17155
CA-2017-141572;28/5/2017;31/5/2017;1;LO-17170
CA-2014-134621;21/12/2014;28/12/2014;2;DP-13390
CA-2016-165561;24/11/2016;28/11/2016;2;CR-12580
CA-2015-112305;20/11/2015;25/11/2015;2;KB-16405
CA-2017-121580;29/5/2017;4/6/2017;2;ML-17410
CA-2014-101147;2/12/2014;4/12/2014;3;MC-17575
CA-2014-165806;7/4/2014;7/4/2014;4;VM-21685
CA-2015-151624;8/9/2015;14/9/2015;2;VW-21775
CA-2017-139444;9/9/2017;15/9/2017;2;GK-14620
CA-2015-133977;6/9/2015;8/9/2015;1;AT-10435
CA-2017-141425;2/11/2017;6/11/2017;1;AR-10825
CA-2015-133536;28/3/2015;30/3/2015;1;JH-15820
CA-2015-150441;13/8/2015;17/8/2015;1;RA-19285
CA-2015-162607;12/5/2015;18/5/2015;2;RO-19780
CA-2017-103506;23/7/2017;27/7/2017;2;LR-17035
CA-2016-132479;24/9/2016;26/9/2016;3;MK-17905
CA-2017-160724;5/5/2017;10/5/2017;2;YS-21880
US-2016-115952;6/10/2016;6/10/2016;4;JH-15910
CA-2014-146731;3/11/2014;8/11/2014;2;AT-10735
CA-2015-115392;1/10/2015;4/10/2015;1;RM-19675
CA-2017-102379;2/12/2017;6/12/2017;2;BB-11545
CA-2017-149706;11/12/2017;12/12/2017;3;AS-10285
US-2016-139087;17/7/2016;22/7/2016;1;DK-13375
CA-2017-152226;12/5/2017;16/5/2017;2;JH-15910
CA-2015-116484;20/11/2015;26/11/2015;2;JK-15205
CA-2016-100944;24/9/2016;28/9/2016;2;EH-13765
CA-2016-125080;21/10/2016;26/10/2016;2;VW-21775
CA-2016-121020;24/10/2016;31/10/2016;2;CG-12040
CA-2014-100090;8/7/2014;12/7/2014;2;EB-13705
