Product ID;Product Name;IdCategory;IdSub-Category;Sales
FUR-FU-10001424;Dax Clear Box Frame;1;6;17.46
OFF-BI-10002071;Fellowes Black Plastic Comb Bindings;2;9;13.944
OFF-ST-10002486;Eldon Shelf Savers Cubes and Bins;2;5;83.76
TEC-AC-10000927;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ;3;12;149.95
OFF-PA-10001622;"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled";2;11;4.54
OFF-AR-10003158;Fluorescent Highlighters by Dixon;2;7;15.92
TEC-PH-10002660;Nortel Networks T7316 E Nt8 B27;3;8;543.92
OFF-BI-10003364;Binding Machine Supplies;2;9;70.008
OFF-EN-10001099;Staple envelope;2;13;15.648
OFF-PA-10002250;Things To Do Today Pad;2;11;46.96
OFF-BI-10004716;Wilson Jones Hanging Recycled Pressboard Data Binders;2;9;8.904
OFF-LA-10001045;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;2;3;10.44
OFF-BI-10001510;Deluxe Heavy-Duty Vinyl Round Ring Binder;2;9;18.336
OFF-PA-10002947;Xerox 1923;2;11;20.04
OFF-PA-10000019;Xerox 1931;2;11;12.96
FUR-BO-10003441;Bush Westfield Collection Bookcases, Fully Assembled;1;1;323.136
TEC-PH-10004774;Gear Head AU3700S Headset;3;8;90.93
OFF-BI-10003684;Wilson Jones Legal Size Ring Binders;2;9;52.776
TEC-PH-10001494;Polycom CX600 IP Phone VoIP phone;3;8;1199.8
TEC-AC-10004666;Maxell iVDR EX 500GB Cartridge;3;12;1928.78
OFF-ST-10003816;Fellowes High-Stak Drawer Files;2;5;352.38
FUR-TA-10001520;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;1;4;99.918
OFF-ST-10001558;Acco Perma 4000 Stacking Storage Drawers;2;5;12.992
TEC-AC-10002473;Maxell 4.7GB DVD-R;3;12;85.14
TEC-PH-10004531;OtterBox Commuter Series Case - iPhone 5 & 5s;3;8;21.99
OFF-AP-10004487;Kensington 4 Outlet MasterPiece Compact Power Control Center;2;10;406.6
OFF-PA-10003543;Xerox 1985;2;11;15.552
TEC-AC-10004353;Hypercom P1300 Pinpad;3;12;252
OFF-AR-10001468;Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set;2;7;89.856
OFF-PA-10002195;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";2;11;12.192
OFF-PA-10001745;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";2;11;45.056
OFF-BI-10004826;JM Magazine Binder;2;9;29.718
OFF-PA-10000289;Xerox 213;2;11;12.96
OFF-AP-10003040;Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection;2;10;134.48
OFF-PA-10000350;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";2;11;17.12
OFF-BI-10001759;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";2;9;6.096
OFF-ST-10001496;Standard Rollaway File with Lock;2;5;540.57
OFF-BI-10002931;"Avery Trapezoid Extra Heavy Duty 4"" Binders";2;9;167.76
FUR-TA-10002356;Bevis Boat-Shaped Conference Table;1;4;393.165
FUR-FU-10003601;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;1;6;516.488
FUR-TA-10004154;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;1;4;2065.32
OFF-PA-10000788;Xerox 210;2;11;15.552
FUR-FU-10001940;Staple-based wall hangings;1;6;25.472
OFF-BI-10004465;Avery Durable Slant Ring Binders;2;9;4.752
OFF-PA-10002333;"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream";2;11;15.552
FUR-FU-10004188;Luxo Professional Combination Clamp-On Lamps;1;6;204.6
OFF-BI-10000145;Zipper Ring Binder Pockets;2;9;6.24
OFF-LA-10001613;Avery File Folder Labels;2;3;4.608
OFF-LA-10004055;Color-Coded Legal Exhibit Labels;2;3;9.82
OFF-PA-10004621;Xerox 212;2;11;12.96
OFF-PA-10001281;Computer Printout Paper with Letter-Trim Fine Perforations;2;11;191.6
OFF-ST-10001097;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;2;5;501.81
FUR-FU-10001095;DAX Black Cherry Wood-Tone Poster Frame;1;6;127.104
OFF-BI-10002012;Wilson Jones Easy Flow II Sheet Lifters;2;9;1.08
OFF-PA-10004156;Xerox 188;2;11;34.02
OFF-AR-10000034;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;2;7;3.392
TEC-PH-10000560;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);3;8;559.984
OFF-EN-10000461;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";2;13;27.968
TEC-MA-10003066;Wasp CCD Handheld Bar Code Reader;3;16;336.51
OFF-BI-10004022;Acco Suede Grain Vinyl Round Ring Binder;2;9;1.112
OFF-AR-10001988;Bulldog Table or Wall-Mount Pencil Sharpener;2;7;17.97
OFF-PA-10003625;Xerox 1979;2;11;154.9
OFF-BI-10003925;Fellowes PB300 Plastic Comb Binding Machine;2;9;2715.93
OFF-EN-10003862;Laser & Ink Jet Business Envelopes;2;13;10.67
OFF-ST-10004258;Portable Personal File Box;2;5;36.63
FUR-FU-10002885;Magna Visual Magnetic Picture Hangers;1;6;24.1
TEC-AC-10003033;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;3;12;2309.65
OFF-ST-10000046;Fellowes Super Stor/Drawer Files;2;5;484.65
OFF-BI-10002049;UniKeep View Case Binders;2;9;4.401
FUR-FU-10001602;"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear";1;6;151.72
OFF-ST-10003722;Project Tote Personal File;2;5;14.03
TEC-AC-10003198;Enermax Acrylux Wireless Keyboard;3;12;99.6
FUR-FU-10002191;G.E. Halogen Desk Lamp Bulbs;1;6;13.96
TEC-PH-10004188;OtterBox Commuter Series Case - Samsung Galaxy S4;3;8;124.95
OFF-ST-10001526;Iceberg Mobile Mega Data/Printer Cart ;2;5;601.65
OFF-AR-10001166;Staples in misc. colors;2;7;22.74
FUR-CH-10000309;Global Comet Stacking Arm Chair;1;2;1267.53
TEC-MA-10004212;Cisco SPA525G2 5-Line IP Phone;3;16;1379.92
OFF-EN-10003072;Peel & Seel Envelopes;2;13;6.208
OFF-BI-10000320;GBC Plastic Binding Combs;2;9;11.808
OFF-PA-10001166;Xerox 2;2;11;15.552
OFF-PA-10003656;Xerox 1935;2;11;63.312
TEC-PH-10000148;Cyber Acoustics AC-202b Speech Recognition Stereo Headset;3;8;15.588
TEC-PH-10003885;Cisco SPA508G;3;8;197.97
OFF-LA-10001175;Avery 514;2;3;14.4
OFF-PA-10000955;Southworth 25% Cotton Granite Paper & Envelopes;2;11;15.696
FUR-FU-10003975;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;1;6;86.62
OFF-BI-10003707;Aluminum Screw Posts;2;9;36.624
OFF-AR-10000203;Newell 336;2;7;23.968
OFF-AR-10004790;Staples in misc. colors;2;7;28.728
TEC-AC-10004761;Maxell 4.7GB DVD+RW 3/Pack;3;12;31.86
FUR-BO-10001811;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;1;1;722.352
OFF-AR-10001130;Quartet Alpha White Chalk, 12/Pack;2;7;8.84
OFF-AP-10000055;Belkin F9S820V06 8 Outlet Surge;2;10;58.464
FUR-CH-10002304;Global Stack Chair without Arms, Black;1;2;254.604
FUR-FU-10000293;Eldon Antistatic Chair Mats for Low to Medium Pile Carpets;1;6;168.464
OFF-PA-10001307;Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad;2;11;6.72
FUR-FU-10004460;"Howard Miller 12"" Round Wall Clock";1;6;282.888
OFF-AR-10000716;DIXON Ticonderoga Erasable Checking Pencils;2;7;11.16
FUR-FU-10004622;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;1;6;108.4
OFF-BI-10003529;Avery Round Ring Poly Binders;2;9;9.088
OFF-BI-10001097;Avery Hole Reinforcements;2;9;19.936
OFF-BI-10001597;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";2;9;65.568
OFF-FA-10001754;Stockwell Gold Paper Clips;2;14;4.416
OFF-FA-10004838;Super Bands, 12/Pack;2;14;10.416
TEC-PH-10002115;Plantronics 81402;3;8;118.782
OFF-FA-10003059;Assorted Color Push Pins;2;14;1.448
OFF-BI-10004330;GBC Velobind Prepunched Cover Sets, Regency Series;2;9;55.47
OFF-BI-10003669;3M Organizer Strips;2;9;8.64
OFF-BI-10003727;Avery Durable Slant Ring Binders With Label Holder;2;9;6.27
TEC-AC-10003447;Micropad Numeric Keypads;3;12;31.984
OFF-AR-10000255;Newell 328;2;7;40.88
OFF-AP-10002191;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;2;10;119.96
OFF-PA-10000349;Easy-staple paper;2;11;19.92
FUR-CH-10002880;Global High-Back Leather Tilter, Burgundy;1;2;1106.91
OFF-PA-10003127;Easy-staple paper;2;11;26.38
TEC-MA-10003979;Ativa V4110MDD Micro-Cut Shredder;3;16;4899.93
OFF-PA-10000029;Xerox 224;2;11;6.48
OFF-LA-10000452;Avery 488;2;3;3.15
TEC-PH-10001819;Innergie mMini Combo Duo USB Travel Charging Kit;3;8;71.984
OFF-AR-10002952;Stanley Contemporary Battery Pencil Sharpeners;2;7;120.15
TEC-PH-10000576;AT&T 1080 Corded phone;3;8;219.184
OFF-PA-10000605;Xerox 1950;2;11;28.9
OFF-ST-10004340;Fellowes Mobile File Cart, Black;2;5;348.208
OFF-BI-10004001;GBC Recycled VeloBinder Covers;2;9;35.784
FUR-TA-10004147;Hon 4060 Series Tables;1;4;447.84
OFF-AR-10001545;Newell 326;2;7;7.04
TEC-AC-10001013;Logitech ClearChat Comfort/USB Headset H390;3;12;29.29
OFF-AR-10002255;Newell 346;2;7;8.64
OFF-PA-10001892;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";2;11;22.92
OFF-BI-10003676;GBC Standard Recycled Report Covers, Clear Plastic Sheets;2;9;10.78
OFF-FA-10003495;Staples;2;14;58.368
OFF-EN-10003798;Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13;2;13;40.968
TEC-PH-10003589;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;3;8;71.96
OFF-PA-10004735;Xerox 1905;2;11;10.368
FUR-BO-10002206;Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order;1;1;119.833
OFF-PA-10000141;"Ampad Evidence Wirebond Steno Books, 6"" x 9""";2;11;4.36
TEC-PH-10001061;Apple iPhone 5C;3;8;699.93
OFF-AR-10002375;Newell 351;2;7;22.96
OFF-EN-10001539;Staple envelope;2;13;23.34
FUR-TA-10004086;KI Adjustable-Height Table;1;4;343.92
OFF-PA-10000100;Xerox 1945;2;11;40.99
OFF-LA-10000973;Avery 502;2;3;7.56
OFF-ST-10001476;Steel Personal Filing/Posting Tote;2;5;85.224
OFF-EN-10002831;Tyvek  Top-Opening Peel & Seel  Envelopes, Gray;2;13;287.52
OFF-PA-10001763;Xerox 1896;2;11;19.98
OFF-BI-10002072;Cardinal Slant-D Ring Binders;2;9;17.38
OFF-FA-10001561;Stockwell Push Pins;2;14;8.72
TEC-MA-10004241;Star Micronics TSP800 TSP847IIU Receipt Printer;3;16;686.32
OFF-AP-10003849;Hoover Shoulder Vac Commercial Portable Vacuum;2;10;644.076
OFF-FA-10000735;Staples;2;14;5.84
OFF-BI-10003350;Acco Expandable Hanging Binders;2;9;12.76
TEC-PH-10000307;Shocksock Galaxy S4 Armband;3;8;10.95
TEC-CO-10004202;Brother DCP1000 Digital 3 in 1 Multifunction Machine;3;17;599.98
FUR-FU-10001852;Eldon Regeneration Recycled Desk Accessories, Smoke;1;6;8.352
OFF-AR-10003759;Crayola Anti Dust Chalk, 12/Pack;2;7;3.64
OFF-ST-10004337;SAFCO Commercial Wire Shelving, 72h;2;5;122.48
FUR-TA-10001932;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";1;4;2244.48
FUR-CH-10002126;Hon Deluxe Fabric Upholstered Stacking Chairs;1;2;195.184
TEC-PH-10004700;PowerGen Dual USB Car Charger;3;8;9.99
OFF-BI-10003429;Cardinal HOLDit! Binder Insert Strips,Extra Strips;2;9;25.32
FUR-FU-10004952;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;1;6;109.48
OFF-PA-10003172;Xerox 1996;2;11;19.44
OFF-ST-10002352;Iris Project Case;2;5;31.92
OFF-PA-10002259;"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";2;11;22.38
OFF-BI-10002976;ACCOHIDE Binder by Acco;2;9;16.52
OFF-BI-10003694;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";2;9;50.112
OFF-LA-10004425;Staple-on labels;2;3;11.56
FUR-CH-10001270;Harbour Creations Steel Folding Chair;1;2;172.5
TEC-PH-10004539;Wireless Extenders zBoost YX545 SOHO Signal Booster;3;8;1322.93
OFF-AR-10001919;OIC #2 Pencils, Medium Soft;2;7;3.76
TEC-PH-10003655;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;3;8;7.92
OFF-BI-10004656;Peel & Stick Add-On Corner Pockets;2;9;12.096
OFF-ST-10002344;"Carina 42""Hx23 3/4""W Media Storage Unit";2;5;485.88
TEC-PH-10004447;Toshiba IPT2010-SD IP Telephone;3;8;889.536
FUR-CH-10003973;GuestStacker Chair with Chrome Finish Legs;1;2;892.224
OFF-PA-10000682;Xerox 1924;2;11;23.12
FUR-FU-10002268;Ultra Door Push Plate;1;6;15.712
TEC-AC-10001990;Kensington Orbit Wireless Mobile Trackball for PC and Mac;3;12;431.928
FUR-CH-10004540;Global Chrome Stack Chair;1;2;95.984
OFF-ST-10002292;Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish;2;5;593.568
OFF-AR-10004999;Newell 315;2;7;41.86
OFF-BI-10001031;Pressboard Data Binders by Wilson Jones;2;9;8.544
OFF-BI-10002432;Wilson Jones Standard D-Ring Binders;2;9;3.036
FUR-FU-10001867;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;1;6;17.024
TEC-PH-10002200;Samsung Galaxy Note 2;3;8;1931.958
TEC-PH-10000439;GE DSL Phone Line Filter;3;8;255.936
OFF-PA-10001685;Easy-staple paper;2;11;40.56
OFF-ST-10001418;Carina Media Storage Towers in Natural & Black;2;5;182.94
OFF-ST-10000676;Fellowes Econo/Stor Drawers;2;5;193.86
OFF-AR-10001022;SANFORD Liquid Accent Tank-Style Highlighters;2;7;5.68
OFF-EN-10003055;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;2;13;79.96
TEC-CO-10001046;Canon Imageclass D680 Copier / Fax;3;17;839.988
FUR-FU-10000076;24-Hour Round Wall Clock;1;6;47.952
FUR-FU-10003268;Eldon Radial Chair Mat for Low to Medium Pile Carpets;1;6;63.968
FUR-FU-10003691;Eldon Image Series Desk Accessories, Ebony;1;6;12.35
OFF-AR-10003903;Sanford 52201 APSCO Electric Pencil Sharpener;2;7;40.97
TEC-PH-10003442;Samsung Replacement EH64AVFWE Premium Headset;3;8;22
OFF-BI-10004519;GBC DocuBind P100 Manual Binding Machine;2;9;398.352
OFF-EN-10004955;Fashion Color Clasp Envelopes;2;13;48.69
FUR-TA-10004619;Hon Non-Folding Utility Tables;1;4;764.688
FUR-BO-10004467;Bestar Classic Bookcase;1;1;254.9745
OFF-AR-10002280;Staples in misc. colors;2;7;38.82
FUR-CH-10001708;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;1;2;1141.938
OFF-AR-10000462;Sanford Pocket Accent Highlighters;2;7;3.2
TEC-PH-10004165;Mitel MiVoice 5330e IP Phone;3;8;1099.96
FUR-FU-10003724;Westinghouse Clip-On Gooseneck Lamps;1;6;6.696
FUR-FU-10003535;Howard Miller Distant Time Traveler Alarm Clock;1;6;43.872
OFF-ST-10003716;Tennsco Double-Tier Lockers;2;5;540.048
TEC-PH-10004586;Wilson SignalBoost 841262 DB PRO Amplifier Kit;3;8;863.88
OFF-BI-10004236;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";2;9;17.616
OFF-AR-10000422;Pencil and Crayon Sharpener;2;7;6.57
OFF-PA-10002870;Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”;2;11;12.48
OFF-ST-10000563;Fellowes Bankers Box Stor/Drawer Steel Plus;2;5;102.336
OFF-BI-10002854;Performers Binder/Pad Holder, Black;2;9;44.848
FUR-CH-10001973;Office Star Flex Back Scooter Chair with White Frame;1;2;388.43
TEC-AC-10000580;Logitech G13 Programmable Gameboard with LCD Display;3;12;63.992
OFF-AR-10004022;Panasonic KP-380BK Classic Electric Pencil Sharpener;2;7;86.352
TEC-AC-10004209;Memorex Froggy Flash Drive 4 GB;3;12;32.97
TEC-AC-10000023;Maxell 74 Minute CD-R Spindle, 50/Pack;3;12;83.88
TEC-PH-10003505;Geemarc AmpliPOWER60;3;8;278.4
OFF-LA-10000121;Avery 48;2;3;15.12
OFF-BI-10002026;Avery Arch Ring Binders;2;9;17.43
OFF-PA-10000994;Xerox 1915;2;11;251.64
OFF-BI-10002813;Avery Reinforcements for Hole-Punch Pages;2;9;2.772
OFF-AR-10004817;Colorific Watercolor Pencils;2;7;15.48
OFF-AR-10001860;BIC Liqua Brite Liner;2;7;20.82
OFF-BI-10004970;"ACCOHIDE 3-Ring Binder, Blue, 1""";2;9;13.216
OFF-PA-10002968;Xerox 1973;2;11;114.2
FUR-BO-10003433;Sauder Cornerstone Collection Library;1;1;61.96
FUR-FU-10002554;Westinghouse Floor Lamp with Metal Mesh Shade, Black;1;6;23.99
TEC-PH-10003437;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;3;8;419.944
OFF-AP-10003971;Belkin 6 Outlet Metallic Surge Strip;2;10;21.78
FUR-CH-10003846;Hon Valutask Swivel Chairs;1;2;161.568
OFF-LA-10001404;Avery 517;2;3;3.69
OFF-LA-10001474;Avery 477;2;3;122.12
OFF-PA-10003072;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";2;11;38.88
FUR-FU-10004960;"Seth Thomas 12"" Clock w/ Goldtone Case";1;6;183.84
TEC-AC-10003116;Memorex Froggy Flash Drive 8 GB;3;12;14.2
OFF-AP-10004859;Acco 6 Outlet Guardian Premium Surge Suppressor;2;10;72.8
OFF-PA-10002659;Avoid Verbal Orders Carbonless Minifold Book;2;11;10.816
OFF-BI-10004139;Fellowes Presentation Covers for Comb Binding Machines;2;9;17.46
OFF-AR-10002818;Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;2;7;87.92
OFF-AP-10001303;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;2;10;7.96
OFF-ST-10002574;SAFCO Commercial Wire Shelving, Black;2;5;552.56
FUR-FU-10004018;Tensor Computer Mounted Lamp;1;6;29.78
TEC-PH-10002549;Polycom SoundPoint IP 450 VoIP phone;3;8;677.58
OFF-PA-10004911;Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk;2;11;75.04
TEC-MA-10002178;Cisco CP-7937G Unified IP Conference Station Phone;3;16;695.7
OFF-AR-10000411;Boston 16701 Slimline Battery Pencil Sharpener;2;7;47.82
OFF-LA-10000262;Avery 494;2;3;13.05
OFF-PA-10000466;Memo Book, 100 Message Capacity, 5 3/8” x 11”;2;11;47.18
OFF-AR-10003829;Newell 35;2;7;19.68
OFF-BI-10001758;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;2;9;53.4
OFF-BI-10000136;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;2;9;35.88
OFF-ST-10000649;Hanging Personal Folder File;2;5;31.4
OFF-PA-10003641;Xerox 1909;2;11;79.14
FUR-CH-10002961;Leather Task Chair, Black;1;2;145.568
OFF-PA-10004041;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";2;11;23.68
TEC-PH-10001336;Digium D40 VoIP phone;3;8;309.576
TEC-MA-10003183;DYMO CardScan Personal V9 Business Card Scanner;3;16;95.994
TEC-AC-10001314;Case Logic 2.4GHz Wireless Keyboard;3;12;239.952
TEC-AC-10004510;Logitech Desktop MK120 Mouse and keyboard Combo;3;12;49.08
OFF-BI-10000042;"Pressboard Data Binder, Crimson, 12"" X 8 1/2""";2;9;17.088
FUR-TA-10003008;Lesro Round Back Collection Coffee Table, End Table;1;4;912.75
OFF-AP-10003590;Hoover WindTunnel Plus Canister Vacuum;2;10;1089.75
OFF-PA-10000806;Xerox 1934;2;11;447.84
OFF-AR-10000896;Newell 329;2;7;16.4
TEC-PH-10002310;Panasonic KX T7731-B Digital phone;3;8;399.96
OFF-ST-10002289;"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black";2;5;158.9
OFF-PA-10001289;White Computer Printout Paper by Universal;2;11;348.84
OFF-FA-10000053;Revere Boxed Rubber Bands by Revere;2;14;9.45
OFF-EN-10003001;Ames Color-File Green Diamond Border X-ray Mailers;2;13;167.96
FUR-TA-10002958;Bevis Oval Conference Table, Walnut;1;4;652.45
FUR-TA-10001676;Hon 61000 Series Interactive Training Tables;1;4;66.645
OFF-BI-10000822;"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""";2;9;17.216
OFF-PA-10004888;Xerox 217;2;11;6.48
FUR-TA-10002622;Bush Andora Conference Table, Maple/Graphite Gray Finish;1;4;205.176
OFF-PA-10000418;Xerox 189;2;11;419.4
FUR-TA-10001039;KI Adjustable-Height Table;1;4;154.764
OFF-AR-10002240;Panasonic KP-150 Electric Pencil Sharpener;2;7;75.48
OFF-BI-10002867;GBC Recycled Regency Composition Covers;2;9;334.768
FUR-FU-10003976;DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7;1;6;37.74
TEC-PH-10002922;ShoreTel ShorePhone IP 230 VoIP phone;3;8;946.344
OFF-PA-10000501;Petty Cash Envelope;2;11;86.272
OFF-AP-10004980;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;2;10;60.672
TEC-PH-10001750;Samsung Rugby III;3;8;263.96
OFF-BI-10003708;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";2;9;29.8
OFF-BI-10001191;Canvas Sectional Post Binders;2;9;152.76
OFF-PA-10003673;Strathmore Photo Mount Cards;2;11;33.9
OFF-PA-10001639;Xerox 203;2;11;31.104
TEC-AC-10004975;Plantronics Audio 995 Wireless Stereo Headset;3;12;263.88
OFF-BI-10004364;Storex Dura Pro Binders;2;9;29.7
OFF-PA-10001712;Xerox 1948;2;11;39.96
FUR-CH-10004289;Global Super Steno Chair;1;2;470.302
TEC-PH-10002564;OtterBox Defender Series Case - Samsung Galaxy S4;3;8;47.984
OFF-BI-10004876;Wilson Jones Suede Grain Vinyl Binders;2;9;2.502
TEC-PH-10004348;OtterBox Defender Series Case - iPhone 5c;3;8;88.752
OFF-BI-10004352;Wilson Jones DublLock D-Ring Binders;2;9;2.025
OFF-BI-10000666;Surelock Post Binders;2;9;91.68
TEC-MA-10000010;Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer;3;16;3040
OFF-BI-10000977;Ibico Plastic Spiral Binding Combs;2;9;91.2
FUR-TA-10002530;"Iceberg OfficeWorks 42"" Round Tables";1;4;452.94
FUR-FU-10001473;DAX Wood Document Frame;1;6;27.46
OFF-BI-10001765;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;2;9;55.424
FUR-CH-10000847;Global Executive Mid-Back Manager's Chair;1;2;872.94
OFF-PA-10001293;Xerox 1946;2;11;12.96
OFF-AR-10000634;Newell 320;2;7;6.848
FUR-FU-10004270;Eldon Image Series Desk Accessories, Burgundy;1;6;6.688
OFF-AR-10003770;Newell 340;2;7;17.28
OFF-LA-10003121;Avery 506;2;3;28.91
OFF-PA-10002262;Xerox 192;2;11;25.92
OFF-PA-10002464;HP Office Recycled Paper (20Lb. and 87 Bright);2;11;40.46
OFF-ST-10002214;X-Rack File for Hanging Folders;2;5;33.87
OFF-PA-10000130;Xerox 199;2;11;3.424
TEC-AC-10000865;WD My Passport Ultra 500GB Portable External Hard Drive;3;12;177
OFF-FA-10003021;Staples;2;14;3.76
TEC-PH-10003580;Cisco IP Phone 7961G-GE VoIP phone;3;8;1212.848
TEC-AC-10001109;Logitech Trackman Marble Mouse;3;12;89.97
OFF-PA-10001838;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";2;11;5.88
OFF-ST-10004950;Acco Perma 3000 Stacking Storage Drawers;2;5;16.784
OFF-PA-10003823;Xerox 197;2;11;223.056
TEC-PH-10001300;iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4;3;8;33.52
FUR-TA-10003715;Hon 2111 Invitation Series Corner Table;1;4;1004.976
TEC-MA-10004458;Lexmark X 9575 Professional All-in-One Color Printer;3;16;396
OFF-BI-10004965;Ibico Covers for Plastic or Wire Binding Elements;2;9;34.5
OFF-AR-10001419;Newell 325;2;7;16.52
OFF-PA-10002586;Xerox 1970;2;11;19.92
OFF-AR-10002221;12 Colored Short Pencils;2;7;4.16
FUR-FU-10002456;Master Caster Door Stop, Large Neon Orange;1;6;11.648
OFF-FA-10004968;Rubber Band Ball;2;14;26.18
OFF-PA-10001274;Loose Memo Sheets;2;11;7.3
OFF-PA-10001125;Xerox 1988;2;11;74.352
OFF-ST-10000344;Neat Ideas Personal Hanging Folder Files, Black;2;5;10.744
OFF-ST-10003324;Belkin OmniView SE Rackmount Kit;2;5;212.88
OFF-ST-10000419;Rogers Jumbo File, Granite;2;5;40.74
OFF-AP-10001626;Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags;2;10;11.67
FUR-FU-10003981;Eldon Wave Desk Accessories;1;6;8.32
OFF-ST-10001291;Tenex Personal Self-Stacking Standard File Box, Black/Gray;2;5;27.056
OFF-AP-10004868;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;2;10;9.324
OFF-LA-10002195;Avery 481;2;3;21.56
OFF-AR-10001315;Newell 310;2;7;5.28
OFF-EN-10003134;Staple envelope;2;13;9.344
OFF-AR-10001955;Newell 319;2;7;79.36
OFF-LA-10001641;Avery 518;2;3;18.9
OFF-ST-10001370;Sensible Storage WireTech Storage Systems;2;5;354.9
TEC-AC-10003038;Kingston Digital DataTraveler 16GB USB 2.0;3;12;21.48
OFF-BI-10000088;GBC Imprintable Covers;2;9;8.784
OFF-AR-10003504;Newell 347;2;7;12.84
OFF-EN-10003160;Pastel Pink Envelopes;2;13;21.84
TEC-AC-10003280;Belkin F8E887 USB Wired Ergonomic Keyboard;3;12;29.99
TEC-PH-10000169;ARKON Windshield Dashboard Air Vent Car Mount Holder;3;8;40.68
OFF-PA-10001526;Xerox 1949;2;11;4.98
OFF-AP-10004336;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;2;10;170.88
OFF-PA-10001357;Xerox 1886;2;11;143.7
OFF-FA-10000992;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;2;14;10.65
OFF-AR-10001221;Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color;2;7;33.488
TEC-PH-10004830;Pyle PRT45 Retro Home Telephone;3;8;201.568
OFF-PA-10004519;Spiral Phone Message Books with Labels by Adams;2;11;13.44
